cnpj_basico,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_no_exterior,pais,data_inicio_atividade,cnae_principal,cnae_secundario,logradouro_tipo,logradouro_nome,logradouro_numero,logradouro_complemento,logradouro_bairro,logradouro_cep,logradouro_uf,logradouro_cod_municipio,ddd1,telefone1,ddd2,telefone2,ddd_fax,fax,email,situacao_especial,data_situacao_especial
62145412,0013,00,2,BAYARD,08,20120228,01,,,20100715,4781400,,RUA,SILVA BUENO,2512,,IPIRANGA,04208002,SP,7107,11,32250707,,,,,bayard@bayard.com.br,,
26358568,0001,72,1,RENATA CAVALCANTI,02,20161016,00,,,20161016,4773300,,RUA,CONCEICAO DAS ALAGOAS,56,,VILA SINHA,08020330,SP,7107,11,34313386,,,,,renata.comdeus@hotmail.com,,
22941350,0001,95,1,,02,20150728,00,,,20150728,8712300,8599604,RUA,ALVARENGA,700,LOTE  27                  QUADRA70,BUTANTA,05509000,SP,7107,11,51812035,,,,,CONTATO@ONIXGESTAO.COM.BR,,
42500445,0001,80,1,TANTRA HEALING,02,20210628,00,,,20210628,8599604,"4789099,5811500,8230001,8230002,8690901,8690999",ALAMEDA,DOS JURUPIS,455,CONJ  56,INDIANOPOLIS,04088902,SP,7107,11,23098339,,,,,TOTH@TERRA.COM.BR,,
45378471,0001,76,1,ANTONY LIMMA,08,20220720,01,,,20220221,8230001,7319002,RUA,BRAZ CUBAS,116,,ACLIMACAO,04109040,SP,7107,11,93074860,,,,,ANTONYLIMA2019@ICLOUD.COM,,
29800705,0001,75,1,COLETIVO 47 SOLUCOES DE NEGOCIOS LTDA,02,20180228,00,,,20180228,8211300,"7020400,7490104,7733100,8219901,8219999,8230001,8230002,8291100,8299707,8299799,8599604",RUA,CORREIA VASQUES,47,,VILA CLEMENTINO,04038010,SP,7107,11,94666542,,,,,RICARDOMELLO@OUTLOOK.COM,,
51275642,0001,34,1,,08,20081231,71,,,19820914,8888888,,RUA,ANA ROSA,50,,VILA INDUSTRIAL,08210040,SP,7107,,,,,,,,,
14883831,0001,63,1,"HADAD, ARAUJO E OLIVEIRA",02,20111216,00,,,20111216,6911701,,RUA,CANADA,327,,JARDIM AMERICA,01436000,SP,7107,11,50511392,,,,,MARCIA@MSSCONTABIL.COM.BR,,
59612192,0001,30,1,,08,20081231,71,,,19881019,3101200,,RUA,MURUCUIA,153,,PRQ STA MADALENA,03983160,SP,7107,,,,,,,,,
18777753,0001,73,1,BELABEBY,08,20150120,01,,,20130829,4789099,,RUA,MIGUEL DE SIQUEIRA,107,,JARDIM MATARAZZO,03814010,SP,7107,11,25475182,,,,,,,
49404317,0001,82,1,BARBARA GOMES VIANA 43231549841,02,20230131,00,,,20230131,8599699,,RUA,CREPUSCULO DOS DEUSES,310,,JARDIM GUANABARA,04860250,SP,7107,11,59294426,,,,,BARBARACBJK@GMAIL.COM,,
44235720,0001,01,1,P.M.A.L,02,20211113,00,,,20211113,5620104,,RUA,SAO GERONIMO,44,,JARDIM HEBROM,02329160,SP,7107,11,54310385,,,,,EDILAINECATARINAABEL@GMAIL.COM,,
21147455,0001,04,1,COMPRATICA COMPRA PRATICA,08,20181211,01,,,20141001,4755502,,RUA,CAIRU,4,,CANTINHO DO CEU,04849530,SP,7107,11,59326682,,,,,,,
46595298,0001,20,1,RM DISTRIBUIDORA E COMERCIO DE UTENCILIOS DOMESTICOS,02,20220530,00,,,20220530,4755503,"4759801,4754701",RUA,IRMA MARIA LOURENCA,1205,,JARDIM SHANGRILA (ZONA SUL),04852012,SP,7107,11,69069162,,,,,ROBERTOCOLCHOES123@GMAIL.COM,,
20196149,0001,03,1,,08,20180201,67,,,20140506,4781400,"4789001,4772500",RUA,SERRA DOS DOIS IRMAOS,53,,JARDIM AMALIA,05890300,SP,7107,11,67553250,,,,,,,
27470919,0001,03,1,PIZZA 777,08,20190911,01,,,20170405,5620104,"5611201,5611203",AVENIDA,ALFREDO ZUNKELLER,214,,PARQUE MANDAQUI,02421070,SP,7107,11,56773424,,,,,GEG@GEGASSESSORIACONTABIL.COM.BR,,
20532433,0001,03,1,,08,20150219,01,,,20140701,5612100,,RUA,MAE RAINHA,18,,JARDIM NOVA CONQUISTA,08346425,SP,7107,10,26718383,,,,,,,
00021603,0001,70,1,TRANSPARMA,04,20181004,63,,,19940624,4930203,,ALAMEDA,CAMPINAS,728,ANDAR 11                  CONJ  112,JARDIM PAUISTA,01404001,SP,7107,11,32662900,11,32662900,11,32665800,contabilidade@asfaltos.com.br,,
04747848,0001,30,1,,04,20181016,63,,,20010611,6209100,,RUA,APERCA,234,,BOACAVA,05471010,SP,7107,,,,,,,,,
03656555,0001,84,1,MAPA TRANSPORTES,04,20210226,63,,,20000202,4930201,,RUA,MARECHAL JOAO CARLOS BARRETO,21,,JARDIM MARIA SAMPAIO,05790370,SP,7107,,,,,,,,,
97468698,0001,06,1,,08,20010316,01,,,19940419,4399103,4330499,RUA,MARQUES DE ITU,266,4 ANDAR  CJ 43B,VL BUARQUE,01223000,SP,7107,,,,,,,,,
11629327,0001,43,1,,04,20210226,63,,,20100225,5911199,5912099,RUA,ALVARO DE CARVALHO,66,CONJ  53 ED AMALIA,CENTRO,01050070,SP,7107,11,32081411,,,,,djalma@capitalsoft.com.br,,
37773717,0001,86,1,BOTEQUINHO EM CASA,02,20200718,00,,,20200718,5620104,"1096100,5620101,5611201,5611203,1094500",RUA,HUMBERTO DE ALMEIDA,633,,CHACARA SANTANA,05831000,SP,7107,11,80490414,,,,,SABRYNEBANK@GMAIL.COM,,
45764046,0001,15,1,BL DISTRIBUIDORA DE AGUA E BEBIDA,02,20220323,00,,,20220323,4723700,5320202,RUA,FILIPE NICOLETTI,728,,JARDIM CASTELO,03728240,SP,7107,11,67131389,,,,,DAYBIALU@GMAIL.COM,,
48535293,0001,38,1,,02,20221107,00,,,20221107,6204000,"9101500,9102301",RUA,DIRCEU DE ALMEIDA,214,,PARQUE SAO DOMINGOS,05126110,SP,7107,11,82759393,,,,,ROSANADAVID@GMAIL.COM,,
03785054,0001,06,1,,08,20100730,01,,,20000425,6201501,6204000,RUA,PROFESSOR MONJARDINO,130,CONJ. 23-B,VILA SONIA,05625160,SP,7107,11,31241000,,,,,,,
36938126,0001,59,1,SUBLINHAR SHOP,02,20200415,00,,,20200415,4781400,"1340501,4744001,4751201,4754703,4759899,4761003,4763602,4789001,4789007,7319002",RUA,PLINIO COLAS,146,CASA,LAUZANE PAULISTA,02435030,SP,7107,11,34200898,,,,,SUBLINHARQUALIDADE@GMAIL.COM,,
35342048,0001,62,1,SANTO SAPATO,02,20191029,00,,,20191029,4782201,"4642701,4781400,4782202,4789001",AVENIDA,LEONCIO DE MAGALHAES,1207,LOJA  01,JARDIM SAO PAULO(ZONA NORTE),02042011,SP,7107,11,47773601,,,,,SANTOSAPATOS@OUTLOOK.COM,,
17241749,0001,23,1,PENSENOBARATO,08,20191231,75,,,20121203,4772500,"4783101,4751201,4744001",RUA,JOSE MACEDO,482,CASA A,VILA MACEDOPOLIS,03236020,SP,7107,11,35362545,,,,,contatopensenobarato@bol.com.br,,
26424191,0001,02,1,MATHEUZ DESENVOLVIMENTO DE SOFTWARE,08,20181006,01,,,20161026,8599603,,RUA,BATISTA CAETANO,8,CASA 4,ACLIMACAO,04108130,SP,7107,19,88808089,,,,,msouzasantos98@gmail.com,,
09110223,0001,86,1,,08,20120413,01,,,20070928,6470101,,AVENIDA,DAS NACOES UNIDAS,14.171,ANDAR 7 TORRE A,VILA GERTRUDES,04794000,SP,7107,11,51715030,11,51715065,11,51715194,formalizacao@votorantimwm.com.br,,
06317875,0001,06,1,,02,20051103,00,,,20040602,7420001,,RUA,BRIGADEIRO ARAUJO,58,,FREGUESIA DO O,02733090,SP,7107,,,,,,,,,
49666446,0001,49,1,,02,20230222,00,,,20230222,6920601,"6920602,7020400,7490104,8211300,8219999",RUA,SERRA DE BRAGANCA,1814,,VILA GOMES CARDIM,03318000,SP,7107,11,79566941,,,,,GABRIELA@ONTUALIDADE.COM.BR,,
24803675,0001,37,1,SERENNY CRIACAO E DESIGN,02,20160516,00,,,20160516,3299099,,RUA,DO RENO,110,CASA,VILA MOINHO VELHO,04284070,SP,7107,11,72663932,,,,,isisbrolo@outlook.com,,
29146739,0001,98,1,RITINHA FASHION FITNESS,02,20171126,00,,,20171126,4781400,"4785799,3299099",AVENIDA,ROLAND GARROS,1569,BOX 23,JARDIM BRASIL (ZONA NORTE),02235001,SP,7107,11,26585611,,,,,CURVORITA@GMAIL.COM,,
33976288,0001,93,1,FLAVIA ALVES,08,20190723,01,,,20190619,7319002,,RUA,MORUBIXABA,510,CASA 3,CIDADE LIDER,08280630,SP,7107,11,00000000,,,,,Jhow.oliver.breno@gmail.com,,
47321992,0001,12,1,,02,20220727,00,,,20220727,9609208,,RUA,BACIA DO SUACUI,106,CASA - A,VILA TOLSTOI,03268030,SP,7107,11,71441404,,,,,FERNANDA.FSTOS@OUTLOOK.COM,,
44562427,0001,59,1,INVICTUS CRAZY,02,20211212,00,,,20211212,4713002,,RUA,CAROLINA BRANT,28,,JARDIM SAO PAULO(ZONA LESTE),08460330,SP,7107,11,89857214,,,,,JOAOPEDROMACHADO12@GMAIL.COM,,
31696708,0001,52,1,ASSAS MOTOFRETE,02,20181005,00,,,20181005,5320202,,RUA,BENEDITO COSTA,192,,JARDIM CIDADE PIRITUBA,02941070,SP,7107,11,39749340,,,,,felipevincre10@gmail.com,,
04325763,0001,63,1,,02,20230130,00,,,20010129,8299799,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",RUA,PADRE NILDO DO AMARAL JUNIOR,124,QD. E LOTE 2,JARDIM GIANETTI,08032650,SP,7107,,,,,,,,,
01785073,0001,07,1,CHEK-MATE,08,20051206,01,,,19970424,4723700,,AVENIDA,PAULA FERREIRA,2948,,PIRITUBA,02916000,SP,7107,,,,,,,,,
24553277,0001,00,1,AGUIAR SOMMA ARQUITETURA E CONSULTORIA,02,20160323,00,,,20160323,7111100,,AVENIDA,NOSSA SENHORA DO O,865,CONJ  1511,LIMAO,02715000,SP,7107,11,23843039,,,,,,,
41509008,0001,65,1,CARLOS HENRIQUE,02,20210408,00,,,20210408,9512600,4321500,RUA,FLOR DE PELICANO,81,,VILA VERDE,08230820,SP,7107,11,57877952,,,,,CARLOSHENRIQUE197@YAHOO.COM.BR,,
15705899,0001,15,1,ALUMI - BENEFICIAMEMTO EM ALUMINIO.,08,20210111,01,,,20120530,8299799,,RUA,AGOSTINHO GOMES,2.740,,IPIRANGA,04206000,SP,7107,11,37910541,11,20625467,11,20625467,cont.auriverde@terra.com.br,,
13961987,0001,52,1,,02,20110718,00,,,20110718,4781400,"1412602,5912001,8219999",RUA,DIOGO JACOME,554,APT 1308,VILA NOVA CONCEICAO,04512001,SP,7107,11,88187428,,,,,ALEXA1510@GMAIL.COM,,
24743279,0001,61,1,INSTALAR - REVESTIMENTOS,02,20230301,00,,,20160506,4330405,4321500,RUA,RIO URUU,16,CASA,ITAQUERA,08215580,SP,7107,11,26492475,,,,,,,
47196592,0001,22,1,GENIAL CANECAS,02,20220718,00,,,20220718,4755502,4789001,RUA,ELZA GUIMARAES,735,,VILA AMALIA (ZONA NORTE),02618010,SP,7107,11,38816782,,,,,OTHIAGOBALANI@GMAIL.COM,,
36847379,0001,17,1,FACCTORY ARTIGOS ESPORTIVOS,02,20200402,00,,,20200402,4763602,,ALAMEDA,RIBEIRO DA SILVA,790,CONJ,CAMPOS ELISEOS,01217010,SP,7107,11,82713917,,,,,FACCTORYARTISESPORTIVOS@GMAIL.COM,,
31861655,0001,88,1,,08,20211231,75,,,20181025,8219999,,RUA,MARTINICO PRADO,90,APT 124,VILA BUARQUE,01224010,SP,7107,11,20616660,,,,,jaqueline.dinamica@terra.com.br,,
22093946,0001,82,1,MARIANA MARTINS BIONDI,02,20220119,00,,,20150320,9609207,,RUA,JABOATAO,403,,CASA VERDE,02516010,SP,7107,11,83736670,,,,,marymbiondi@globo.com,,
14554904,0001,73,1,,02,20111014,00,,,20111014,5911199,"5911101,5911102,7420001,7420004,8230001,8599699,9001902,9001999",RUA,COLATINA,286,,CIDADE PATRIARCA,03550000,SP,7107,11,26515953,11,26515954,11,26534164,mundialcontabil@uol.com.br,,
55641534,0001,99,1,,04,20181023,63,,,19860414,4619200,,RUA,FLORIDA,1019,,BROOKLIN,04565001,SP,7107,,,,,,,,,
72759145,0001,81,1,,08,20081231,71,,,19930913,4530701,,AVENIDA,IMPERATRIZ LEOPOLDINA,1800,,VILA LEOPOLDINA,05305030,SP,7107,,,,,,,,,
44798551,0001,18,1,,08,20081231,71,,,19801015,8888888,,RUA,MARGARIDA,30,,VILA EMA,08210040,SP,7107,,,,,,,,,
00594665,0001,70,1,,08,20011116,01,,,19950503,4781400,,RUA,GASPAR LOURENCO,37,,VILA MARIANA,04107000,SP,7107,,,,,,,,,
23019628,0001,34,1,CRIATIVESITE - CRIACAO E HOSPEDAGEM DE SITES,02,20150807,00,,,20150807,5819100,"9511800,5811500,5812301,5813100",RUA,ENGENHEIRO FRANKLIN DE TOLEDO PIZA FILHO,83,,JARDIM RAPOSO TAVARES,05563040,SP,7107,11,43037351,,,,,FRAZAO@CRIATIVESITE.COM.BR,,
47643213,0001,03,1,ADRIANA SILVA CABELEREIRA LTDA.,02,20220819,00,,,20220819,9602501,"4781400,4772500",RUA,GALDINO BICHO,129,,VILA AURORA,05186070,SP,7107,11,26875521,,,,,ADRIANASILVASOUZA82@GMAIL.COM,,
43777812,0001,50,1,,02,20050924,00,,,19731016,4110700,6810201,AVENIDA,BRIG. FARIA LIMA,1903,3. ANDAR - CONJ. 31,JD. PAULISTANO,01452001,SP,7107,011,8138655,,,011,8350335,,,
30829866,0001,70,1,LE CHIC BOUTIQUE,08,20210712,01,,,20180702,4781400,"4789099,1412603,4789001,4759899,4755503,4763602,4772500,4782201,4783101",RUA,QUIRINO DOS SANTOS,271,ANDAR 3,VARZEA DA BARRA FUNDA,01141020,SP,7107,11,33922122,,,,,MARALVES.21@HOTMAIL.COM,,
31893045,0001,66,1,,08,20200630,01,,,20181030,6201501,"6202300,6203100,6204000,6209100,6311900,6319400,8599603",PRACA,SILVIO ROMERO,66,SALA  05,CIDADE MAE DO CEU,03323000,SP,7107,11,39216801,,,11,39216801,ROBSON@RTACONTABILIDADE.COM.BR,,
54542352,0001,06,1,,08,20081231,71,,,19850628,4663000,4662100,AVENIDA,ROUXINOL,50,,INDIANOPOLIS,04516000,SP,7107,,,,,,,,,
36902774,0001,55,1,MOTOCAEXPRESS,04,20221129,63,,,20200408,4930201,,RUA,JERONIMO BARBAS,78,CONJ 2,CONJUNTO PROMORAR SAPOPEMBA,03927050,SP,7107,11,32049518,,,,,FRANCIELESSANTOS27@GMAIL.COM,,
46001870,0001,86,1,LUCIA YAEKO YAMAMURO,02,20220412,00,,,20220412,9602501,9602502,RUA,BARATA RIBEIRO,260,APT 41,BELA VISTA,01308000,SP,7107,11,97697733,,,,,LUCIA.YAMAMURO@HOTMAIL.COM,,
09434859,0001,83,1,PARAISO DAS AGUAS,02,20080124,00,,,20080124,4723700,,RUA,ITAUNAS,641,,VILA MARIA,02111031,SP,7107,11,66367505,,,,,GCONT@GCONT.COM.BR,,
67000422,0001,38,1,,04,20210312,63,,,19911018,6810202,,ALAMEDA,GABRIEL MONTEIRO SILVA,996,S 05,JD AMERICA,01442000,SP,7107,,,,,,,,,
42345505,0001,38,1,ALINE MERCIA,02,20210616,00,,,20210616,3211602,"7319002,4783101",AVENIDA,JOSE ESTEVAO DE MAGALHAES,511,CASA 2,VILA CAMPESTRE,04332050,SP,7107,11,92056766,,,,,LINE_MERCIA@HOTMAIL.COM,,
13633271,0001,26,1,PRADA BRAZIL,02,20110418,00,,,20110418,4781400,"9529199,7020400,6462000",RUA,LEOPOLDO COUTO DE MAGALHAES JUNIOR,758,CONJ: 171;,ITAIM BIBI,04542000,SP,7107,11,51803390,,,11,38873970,GRP_FISCAL@PRADA.COM,,
18062770,0001,24,1,,08,20210823,01,,,20130507,6492100,,AVENIDA,DR. CARDOSO DE MELO,1666,ANDAR 7                   CONJ  71,VILA OLIMPIA,04548005,SP,7107,11,30440607,,,,,,,
60983707,0001,97,1,PADARIA E CONFEITARIA FEITAL,08,20081231,71,,,19710524,4712100,,RUA,SANTA MADALENA,134,,BELA VISTA,01322020,SP,7107,,,,,,,,,
54420005,0001,00,1,,08,20050105,01,,,19850428,1412601,1412603,RUA,ORIENTE,655,4 ANDAR CJ: B,BRAS,03016001,SP,7107,,,,,,,,,
38406846,0001,07,1,MARKETING COSTA & SOUZA,02,20200910,00,,,20200910,5912099,,RUA,JUVELINA FERREIRA DE ASSIS,20,CASA CASA,VILA CARRAO,03449060,SP,7107,11,27812183,,,,,RMN20111@GMAIL.COM,,
44724067,0001,44,1,DANDARA BEAUTY,02,20220103,00,,,20220103,9602502,,RUA,BANDEIRA DE ARACAMBI,335,APT 1,JARDIM RODOLFO PIRANI,08310010,SP,7107,11,96777849,,,,,DANDARABALBINO13@GMAIL.COM,,
21063492,0001,34,1,DVD MODA IMPORTS,02,20140918,00,,,20140918,4783101,"5320202,4781400,4782201,4783102",RUA,DELFIM DO PRATA,132,ANEXO ANTIGO 39,JARDIM SANTA TEREZINHA (PEDREIRA),04474170,SP,7107,11,56731169,,,,,DAVID.LIMA18@HOTMAIL.COM,,
01155606,0001,69,1,,08,20150209,73,,,19960416,4761001,,AVENIDA,PROF ALFONSO BOVERO,826,APTO 3,SUMARE,05019010,SP,7107,,,,,,,,,
41265418,0004,50,2,A TORRE BATERIAS,02,20220706,00,,,20220706,4530703,"4520001,4520003",AVENIDA,BOTURUSSU,1029,SALA  03,PARQUE BOTURUSSU,03802010,SP,7107,11,29626097,,,,,ATORREBATERIAS@HOTMAIL.COM,,
14544715,0001,10,1,FICA MARCANTE,04,20181016,63,,,20111007,1412601,1412603,RUA,DOUTOR PEREIRA DE RESENDE,76,,VILA NHOCUNE,03558020,SP,7107,11,78058785,,,,,FICAMARCANTE@ITELEFONICA.COM.BR,,
10310195,0001,20,1,,08,20150723,01,,,20080807,8291100,,RUA,BELA CINTRA,450,APT   112,CONSOLACAO,01415000,SP,7107,11,20635000,,,,,,,
43430939,0001,07,1,JENNIFER MODAS,02,20210907,00,,,20210907,4781400,,RUA,FRANCISCO JACINTO,71,CASA 4,VILA FELIZ,03616120,SP,7107,11,83486761,,,,,IRE.ARAN37@GMAIL.COM,,
38237643,0001,26,1,MARLENE FRANCISCO,02,20200826,00,,,20200826,5811500,"5819100,5812301,5813100,7990200,8230001",RUA,NICOLAU TOLENTINO DE ALMEIDA,61,ANDAR 23;BLOCO G,VILA DIONISIA,02671020,SP,7107,11,24432481,,,,,MARLENEFRANCISCOREDACAO@GMAIL.COM,,
03330067,0001,82,1,JMA COMUNICACAO,08,20090602,01,,,19990727,4761001,,RUA,RIBEIRO DO VALE,1029,,BROOKLIN NOVO,04568002,SP,7107,0011,2402048,,,,,eximium@sol.com.br,,
31558850,0001,33,1,MOOCA HOOKAH LOUNGE,08,20190619,01,,,20180920,4729601,,RUA,TOBIAS BARRETO,730,,MOOCA,03176000,SP,7107,11,42064141,,,,,tassuncao@sabesp.com.br,,
44554580,0001,34,1,HR SOLUCOES GRAFICA,02,20211210,00,,,20211210,5829800,"1732000,1741902,1813001,1822999,5819100",RUA,ERIBERTO BARROS CAJAZEIRAS,175,LOTE  10                  QUADRA38,VILA DO CASTELO,04438090,SP,7107,11,70592689,,,,,ORCAMENTOS@BRASILSOLUCOESGRAFICA.COM.BR,,
15423782,0001,49,1,TOTALCAST -TOTAL CASTING AGENCY,02,20120321,00,,,20120321,8211300,,RUA,IBIRAJA,107,APT   53,VILA GUARANI,04310020,SP,7107,11,20911766,11,81725614,11,20911766,daniel@ecmassessoriacontabil.com.br,,
12211706,0001,81,1,,08,20130228,01,,,20100712,5620104,,RUA,ALCIDES GODOI,548,,MANDAQUI,02423190,SP,7107,11,22318788,,,,,,,
44702753,0001,14,1,,02,20191220,00,,,20191220,6463800,,RUA,DOUTOR AMANCIO DE CARVALHO,182,CONJ  609,VILA MARIANA,04012080,SP,7107,11,50561600,,,,,MAESTRO.IAMAMURA@GMAIL.COM,,
03791724,0001,99,1,RIVIERA REPRESENTACOES,08,20090324,01,,,20000504,4618499,"4618401,4618402,4618403",RUA,JOSE DE ALBUQUERQUE MEDEIROS,352,,AGUA FRIA,02336000,SP,7107,0011,69940403,,,,,,,
10347533,0001,06,1,,02,20080731,00,,,20080731,8230001,,ALAMEDA,BARAO DE LIMEIRA,717,APT   11,CAMPOS ELISIOS,01202002,SP,7107,11,22015942,,,,,grangerverdani@ig.com.br,,
15479568,0001,04,1,,08,20160707,01,,,20120329,8599604,,RUA,NANUQUE,394,APT   14,VILA LEOPOLDINA,05302031,SP,7107,11,74655464,,,,,teresamartins@uol.com.br,,
32599849,0001,10,1,CHAVEIRO ANDRADE,02,20190129,00,,,20190129,9529102,4520001,RUA,GEOLANDIA,587,,VILA MEDEIROS,02217000,SP,7107,11,45623729,,,,,ANDRECHAVEIROANDRADE@GMAIL.COM,,
12408876,0001,50,1,,08,20180201,67,,,20100820,1412602,,RUA,ENGENHEIRO SATURNINO DE BRITO,112,,TATUAPE,03061010,SP,7107,11,27721753,,,,,mcgianti@globo.com,,
23994511,0001,71,1,EQUILIBRIO,02,20160118,00,,,20160118,9602502,,RUA,ARTUR DE AZEVEDO,2.124,CASA A,PINHEIROS,05404005,SP,7107,11,30978720,,,,,MARIASOCORROHELP1969@GMAIL.COM,,
41934116,0001,85,1,BETO ALGARVE,02,20210513,00,,,20210513,7319002,,RUA,MANUEL DA LUZ DRUMOND,46,,JARDIM VILA CARRAO,08340410,SP,7107,11,59751391,,,,,BETOALGARVE1102@GMAIL.COM,,
15507750,0001,21,1,,02,20120510,00,,,20120510,4781400,,RUA,ANTONIO D'AMIN,210,CASA 2;LETRA B,JARDIM DAS OLIVEIRAS,08122190,SP,7107,11,36787775,,,,,,,
32257397,0001,98,1,PROGREDINDO NAS ESTRADAS,08,20211230,01,,,20181214,4930201,,RUA,AUGUSTO CECCHINI,86,CASA 01,JARDIM DANFER,03728070,SP,7107,00,00000000,,,,,DANILOPRI87@GMAIL.COM,,
39936122,0001,20,1,PEDRO HUGO NASCIMENTO PELICARO,02,20201127,00,,,20201127,7319002,8219999,AVENIDA,BRIGADEIRO LUIS ANTONIO,1272,APT 122,BELA VISTA,01318001,SP,7107,11,40344764,,,,,COMERCIAL13@TRADECORRETORA.COM.BR,,
33062065,0001,10,1,DSM GLOBAL,02,20190318,00,,,20190318,6204000,6209100,TRAVESSA,ANTONIO DE GOUVEIA,89,,VILA BASILEIA,02430007,SP,7107,11,94555644,,,,,,,
96473285,0001,57,1,,04,20181023,63,,,19930407,2621300,,RUA,CARLOS REGA,71,,CIDADE MONCOES,04575030,SP,7107,,,,,,,,,
04916103,0001,57,1,,02,0,00,,,20020221,6810202,"6463800,6810201",RUA,MACHADO BITTENCOURT,317,      2                   ANDAR                     SALA  02,VILA CLEMENTINO,04044000,SP,7107,11,38656810,11,38653810,11,38653810,,,
55486104,0001,40,1,,08,20170404,01,,,19860226,4774100,,RUA,PEIXOTO DE MELO FILHO,407,,JD SAO JORGE,04432170,SP,7107,,,,,,,,,
96600440,0001,59,1,PLENITUDE CONFECCOES,08,20081231,71,,,19930427,4781400,,AVENIDA,PROF. FRANCISCO MORATO,4197,,BUTANTA,05521100,SP,7107,,,,,,,,,
07740908,0001,80,1,CRIPPA & CANOVA,08,20191029,01,,,20051118,4751201,9511800,RUA,SANTA EFIGENIA,600,BOX 07,SANTOP EFIGENIA,01207000,SP,7107,11,32174451,,,,,toledonunes@uol.com.br,,
26144788,0001,01,1,,02,20160912,00,,,20160912,5212500,,RUA,OTELO CALBI,19,,CONJUNTO PROMORAR ESTRADA DA PARADA,02873210,SP,7107,11,69199303,,,,,,,
16831597,0001,56,1,,08,20180201,67,,,20120911,7319002,,RUA,JULIO DE CASTILHOS,925,EDIF ;APT 71 A,BELENZINHO,03059005,SP,7107,11,31202674,,,,,cordeiro.mariza@hotmail.com,,
33001791,0001,23,1,CRIS FOOD,04,20220110,63,,,20190312,5620104,"5620102,5620103",AVENIDA,IBIRAPUERA,3501,,INDIANOPOLIS,04029200,SP,7107,11,94714693,,,,,crispotato@hotmail.com,,
12465465,0001,05,1,STYLLOCEL & LADYESSENCE,04,20210226,63,,,20100826,4752100,"4530703,4649410,4723700",RUA,LIMA E SILVA,623,,IPIRANGA,04215020,SP,7107,11,37910541,11,20625467,11,20625467,cont.auriverde@terra.com.br,,
49279963,0001,65,1,BMS,02,20230121,00,,,20230121,4399103,"4322301,4330402,4330404",RUA,SOLDADO JOSE PIRES BARBOSA FILHO,275,CONJ,PARQUE NOVO MUNDO,02178020,SP,7107,11,73271447,,,,,VALDENORALVESDOSSANTOS5@GMAIL.COM,,
26092781,0001,85,1,GKL BAKERY,08,20160930,01,,,20160902,4721102,"5612100,5620101,4789099,1091101,1093701,4729699,1091102",RUA,BRITO PEIXOTO,225,CASA,VILA CORDEIRO,04582020,SP,7107,11,55435780,,,,,gui_levy225@hotmail.com,,
48077974,0001,08,1,,02,20220926,00,,,20220926,4744001,"4330499,4743100",ESTRADA,AGUA SANTA,9,CASA  1,ELDORADO,04476490,SP,7107,11,49300187,,,,,ATENDIMENTO@MULTIPLUSCONT.COM.BR,,
23331701,0001,09,1,ESTRELA'S HAIR,02,20150923,00,,,20150923,9602501,,RUA,DO USHIKICHI KAMIYA,1120,,PARQUE CASA DE PEDRA,02323000,SP,7107,11,29920985,,,,,sil-gata-via@hotmail.com,,
45467435,0001,89,1,J.F COMERCIO DE EMBALAGENS,02,20220226,00,,,20220226,4789099,,RUA,LUIS LOUREIRO DE SOUZA,145,CASA,JARDIM AURORA (ZONA LESTE),08431210,SP,7107,11,27889224,,,,,FEITOSAILSON475@GMAIL.COM,,
43642275,0001,31,1,DPK ADMINISTRACAO DE OBRAS LTDA,02,20210924,00,,,20210924,4399199,"4399101,7490104,8211300",RUA,VESPASIANO,445,APT   22,VILA ROMANA,05044050,SP,7107,11,43737501,,,,,LEANDRO.CONCEITO@OUTLOOK.COM,,
39829190,0001,90,1,RFLB CONSULTING,08,20221031,01,,,20201118,6920601,,RUA,BANABUIU,192,,VILA COMERCIAL,05139080,SP,7107,11,83065318,,,,,REMULOFFERREIRA@GMAIL.COM,,
29744778,6864,04,2,,08,20100623,01,,,20100426,9491000,,RUA,TOMAS RABELO E SILVA,130,,JARDIM MONTE ALEGRE,02811000,SP,7107,11,56448944,11,56448924,11,56448924,icarmo@universal.org.br,,
48501084,0001,73,1,,08,20081231,71,,,19770414,8888888,,RUA,PEDRO TALARICO,33,A,VL TALARICO,03534000,SP,7107,,,,,,,,,
26241896,0001,94,1,,04,20210312,63,,,20160926,4789005,,RUA,MARIA JOSE DA CONCEICAO,21,,VILA ANDRADE,05730170,SP,7107,11,37420678,,,,,,,
22486174,0001,49,1,TATIANA DA CRUZ SILVA MARKETING DIRETO,08,20160628,01,,,20150520,7319003,,RUA,DOZE,29,,JARDIM MONTE VERDE,04851529,SP,7107,11,59762736,,,,,,,
40788411,0001,08,1,,08,20211119,01,,,20210209,5612100,,RUA,PARELHEIROS,64,,JARDIM ANDARAI,02166090,SP,7107,11,29550387,,,,,VINICIUSRUFFO61@GMAIL.COM,,
15327726,0002,91,2,,04,20201103,63,,,20141215,1412601,"4642701,4781400",RUA,HEITOR PENTEADO,1616,,SUMAREZINHO,05438200,SP,7107,11,25382391,,,11,25382390,CONQUISTA.CONTABIL@HOTMAIL.COM,,
